District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Nashik,Kharif,Loamy,64,37,55,7.08,27.91,32.27,101.07,Onion
Pune,Rabi,Black,73,42,52,7.04,19.89,58.23,109.03,Wheat
Solapur,Kharif,Black,50,33,59,7.82,27.87,71.31,71.59,Bajra
Pune,Kharif,Black,72,42,53,6.75,19.34,64.09,130.25,Rice
Solapur,Zaid,Black,50,31,60,7.51,27.74,74.23,85.19,Fodder
Solapur,Kharif,Black,55,31,57,7.62,27.01,60.78,52.86,Bajra
Pune,Kharif,Black,70,39,53,6.91,20.44,71.25,104.64,Rice
Solapur,Zaid,Black,55,33,58,7.82,28.44,62.8,63.94,Fodder
Pune,Rabi,Black,71,40,55,7.21,19.96,65.75,114.44,Wheat
Nashik,Kharif,Loamy,62,39,53,7.03,28.28,40.05,95.83,Onion
Nashik,Zaid,Loamy,65,35,57,6.68,28.43,36.22,107.12,Vegetables
Nashik,Zaid,Loamy,66,34,57,6.69,30.0,25.69,83.49,Vegetables
Nashik,Rabi,Loamy,65,37,56,6.89,29.21,36.18,92.48,Gram
Nashik,Rabi,Loamy,64,35,57,6.83,30.19,34.72,84.51,Gram
Nashik,Rabi,Loamy,58,38,59,6.82,27.86,40.01,109.22,Gram
Pune,Rabi,Black,78,39,51,6.96,19.88,59.45,103.94,Wheat
Solapur,Rabi,Black,51,35,57,8.03,28.16,65.65,89.09,Jowar
Solapur,Kharif,Black,52,36,62,8.06,27.1,69.0,80.51,Bajra
Pune,Kharif,Black,77,38,54,6.86,19.53,61.64,125.16,Rice
Nashik,Kharif,Loamy,66,37,57,7.2,27.99,40.73,86.58,Onion
Pune,Rabi,Black,79,41,56,6.75,20.67,58.83,93.23,Wheat
Solapur,Rabi,Black,55,31,58,8.09,29.04,67.15,90.44,Jowar
Pune,Rabi,Black,76,40,55,7.15,19.64,60.58,92.89,Wheat
Nashik,Zaid,Loamy,64,37,60,6.37,27.82,31.72,105.7,Vegetables
Pune,Rabi,Black,73,40,52,6.89,18.56,60.03,125.9,Wheat
Pune,Rabi,Black,76,38,55,6.84,19.84,68.94,102.78,Wheat
Pune,Kharif,Black,68,38,54,7.07,21.56,64.69,98.22,Rice
Pune,Zaid,Black,72,36,55,6.73,21.4,61.05,123.38,Vegetables
Solapur,Zaid,Black,55,34,56,7.89,27.77,70.12,87.27,Fodder
Pune,Zaid,Black,78,39,54,6.79,21.94,64.89,99.81,Vegetables
Solapur,Kharif,Black,54,33,60,7.88,27.21,66.05,83.38,Bajra
Solapur,Kharif,Black,54,37,63,7.48,25.88,70.72,87.08,Bajra
Nashik,Rabi,Loamy,69,38,58,6.75,30.23,37.28,111.63,Gram
Solapur,Zaid,Black,57,32,57,7.59,26.26,60.91,61.32,Fodder
Pune,Kharif,Black,73,38,54,6.81,20.66,59.83,126.38,Rice
Nashik,Zaid,Loamy,60,37,57,6.71,30.68,33.76,78.39,Vegetables
Solapur,Zaid,Black,55,38,56,7.78,27.28,76.75,69.85,Fodder
Nashik,Zaid,Loamy,69,37,58,6.92,27.94,35.4,87.13,Vegetables
Nashik,Rabi,Loamy,64,35,56,6.56,29.23,37.52,80.04,Gram
Solapur,Rabi,Black,50,33,60,7.59,25.55,64.83,95.07,Jowar
Solapur,Rabi,Black,56,31,58,8.21,26.5,62.09,72.29,Jowar
Nashik,Rabi,Loamy,63,38,55,6.89,27.56,40.01,87.45,Gram
Pune,Kharif,Black,70,38,51,7.21,20.3,69.13,100.34,Rice
Solapur,Rabi,Black,58,33,59,7.62,27.13,71.39,84.27,Jowar
Pune,Kharif,Black,78,42,56,7.19,21.78,52.01,117.86,Rice
Nashik,Kharif,Loamy,61,38,58,6.76,28.08,28.54,110.44,Onion
Nashik,Kharif,Loamy,64,36,57,6.85,27.99,38.47,97.33,Onion
Nashik,Zaid,Loamy,63,38,58,6.35,28.83,33.77,98.48,Vegetables
Nashik,Kharif,Loamy,65,33,55,6.68,30.25,42.61,109.99,Onion
Nashik,Zaid,Loamy,60,39,56,6.46,29.86,38.23,95.66,Vegetables
Pune,Kharif,Black,73,42,54,7.18,18.92,64.01,113.08,Rice
Pune,Rabi,Black,77,35,56,7.25,20.02,63.54,103.16,Wheat
Nashik,Rabi,Loamy,61,38,56,6.65,29.02,35.05,73.08,Gram
Nashik,Rabi,Loamy,68,38,60,6.81,30.14,32.28,77.68,Gram
Nashik,Kharif,Loamy,65,38,60,7.03,27.76,28.27,96.03,Onion
Pune,Zaid,Black,80,37,56,6.88,18.86,69.57,105.22,Vegetables
Solapur,Zaid,Black,57,33,58,7.78,25.96,75.51,94.02,Fodder
Pune,Kharif,Black,71,41,56,6.88,21.31,56.21,112.77,Rice
Nashik,Kharif,Loamy,65,39,58,6.56,30.4,43.67,90.15,Onion
Solapur,Rabi,Black,56,34,63,7.71,25.16,66.42,86.69,Jowar
Pune,Kharif,Black,75,37,56,6.72,20.42,66.58,108.04,Rice
Solapur,Kharif,Black,52,34,58,7.81,26.51,66.29,87.55,Bajra
Nashik,Rabi,Loamy,63,37,58,6.47,30.84,35.89,85.41,Gram
Solapur,Kharif,Black,51,32,60,7.91,26.83,76.01,86.59,Bajra
Nashik,Zaid,Loamy,60,37,60,6.68,29.12,44.89,87.93,Vegetables
Nashik,Kharif,Loamy,70,39,58,6.88,29.45,29.72,95.41,Onion
Nashik,Rabi,Loamy,62,37,57,7.1,30.12,40.62,105.84,Gram
Solapur,Zaid,Black,59,31,61,7.85,28.53,72.57,82.29,Fodder
Nashik,Zaid,Loamy,68,37,54,6.9,28.17,33.15,91.05,Vegetables
Pune,Kharif,Black,71,38,51,7.04,20.29,71.0,93.45,Rice
Nashik,Zaid,Loamy,65,36,56,6.61,29.39,39.44,107.24,Vegetables
Pune,Kharif,Black,74,41,55,7.02,20.5,67.12,106.87,Rice
Nashik,Zaid,Loamy,61,33,58,6.79,28.23,28.74,98.82,Vegetables
Solapur,Kharif,Black,53,35,59,7.77,25.19,64.22,83.05,Bajra
Pune,Zaid,Black,72,37,51,7.24,20.41,64.6,107.75,Vegetables
Solapur,Rabi,Black,50,38,58,7.83,25.33,63.76,89.29,Jowar
Pune,Zaid,Black,73,38,57,7.39,22.32,55.32,110.53,Vegetables
Solapur,Kharif,Black,56,38,55,7.97,27.16,63.95,69.81,Bajra
Pune,Zaid,Black,78,38,55,6.9,21.41,52.55,93.78,Vegetables
Solapur,Rabi,Black,54,36,58,7.39,28.19,73.71,69.08,Jowar
Solapur,Kharif,Black,57,30,59,7.99,27.37,71.68,79.32,Bajra
Pune,Rabi,Black,74,41,55,7.26,21.27,72.79,112.04,Wheat
Nashik,Rabi,Loamy,70,35,58,6.71,27.92,33.98,104.91,Gram
Solapur,Zaid,Black,55,35,60,8.24,25.1,65.83,68.86,Fodder
Solapur,Zaid,Black,48,34,60,7.76,26.06,64.83,74.12,Fodder
Pune,Rabi,Black,70,41,51,7.3,21.67,67.35,96.87,Wheat
Nashik,Kharif,Loamy,63,36,59,6.65,28.5,32.98,96.83,Onion
Nashik,Zaid,Loamy,65,38,58,6.63,26.52,28.51,106.8,Vegetables
Nashik,Zaid,Loamy,64,36,59,6.57,27.39,39.26,84.28,Vegetables
Nashik,Kharif,Loamy,62,37,58,7.2,29.99,29.06,75.36,Onion
Solapur,Zaid,Black,51,33,60,7.39,26.29,58.41,84.8,Fodder
Nashik,Kharif,Loamy,67,38,55,6.51,27.32,32.88,98.5,Onion
Nashik,Zaid,Loamy,68,40,54,6.92,26.53,24.4,93.01,Vegetables
Nashik,Kharif,Loamy,64,39,54,7.06,28.77,39.21,84.43,Onion
Solapur,Zaid,Black,57,33,58,8.24,27.15,62.37,74.45,Fodder
Solapur,Rabi,Black,57,35,59,7.73,26.97,65.18,95.26,Jowar
Nashik,Rabi,Loamy,63,38,57,7.07,29.91,25.22,82.55,Gram
Solapur,Kharif,Black,58,35,57,7.68,27.5,64.03,85.53,Bajra
Nashik,Rabi,Loamy,59,37,58,6.8,30.07,30.74,117.93,Gram
Solapur,Kharif,Black,58,32,60,7.75,27.74,73.53,74.25,Bajra
Nashik,Zaid,Loamy,66,37,56,6.84,27.58,38.28,101.78,Vegetables
Nashik,Kharif,Loamy,65,39,60,6.6,28.06,35.12,86.85,Onion
Pune,Kharif,Black,77,40,53,6.54,22.46,63.41,106.0,Rice
Pune,Rabi,Black,69,41,52,6.97,20.68,55.13,117.95,Wheat
Solapur,Kharif,Black,51,36,59,7.49,26.16,65.3,72.54,Bajra
Nashik,Zaid,Loamy,59,39,57,6.58,28.95,30.76,77.84,Vegetables
Solapur,Rabi,Black,58,31,58,7.8,28.38,64.48,82.65,Jowar
Nashik,Rabi,Loamy,65,37,58,6.78,28.6,39.07,89.26,Gram
Solapur,Zaid,Black,60,36,61,7.43,27.63,77.54,59.2,Fodder
Pune,Rabi,Black,70,37,57,6.8,21.14,67.05,122.41,Wheat
Solapur,Rabi,Black,49,32,58,7.98,27.18,64.9,69.79,Jowar
Pune,Kharif,Black,73,40,54,7.27,18.99,56.07,107.68,Rice
Pune,Zaid,Black,75,41,52,7.16,19.9,65.06,96.92,Vegetables
Nashik,Zaid,Loamy,65,36,55,6.89,29.15,36.37,88.9,Vegetables
Nashik,Zaid,Loamy,64,38,57,6.5,28.59,40.4,87.2,Vegetables
Nashik,Kharif,Loamy,69,39,59,6.9,27.61,40.9,102.57,Onion
Pune,Zaid,Black,76,38,55,7.27,22.3,58.85,104.69,Vegetables
Pune,Rabi,Black,72,41,52,6.92,18.79,67.7,114.9,Wheat
Solapur,Rabi,Black,57,36,61,7.7,27.97,73.16,64.85,Jowar
Solapur,Rabi,Black,58,31,60,7.92,27.67,62.33,72.95,Jowar
Nashik,Kharif,Loamy,68,38,55,6.66,26.96,33.07,108.89,Onion
Solapur,Zaid,Black,48,35,60,8.13,26.58,58.76,65.06,Fodder
Pune,Kharif,Black,77,41,51,7.21,21.85,64.16,108.51,Rice
Solapur,Kharif,Black,57,37,56,8.07,27.6,67.7,83.71,Bajra
Nashik,Kharif,Loamy,67,35,60,6.59,28.79,38.41,87.38,Onion
Solapur,Zaid,Black,56,33,60,7.69,24.9,58.77,89.13,Fodder
Nashik,Zaid,Loamy,66,35,53,6.52,30.74,32.05,107.22,Vegetables
Solapur,Zaid,Black,56,36,61,8.01,28.93,65.37,62.84,Fodder
Solapur,Kharif,Black,54,35,60,8.09,27.29,77.44,77.44,Bajra
Nashik,Rabi,Loamy,69,38,58,6.66,28.69,31.93,95.18,Gram
Pune,Rabi,Black,78,40,55,6.93,20.45,72.44,96.2,Wheat
Pune,Kharif,Black,72,43,53,7.19,20.31,60.48,104.73,Rice
Solapur,Kharif,Black,59,37,61,8.09,25.84,66.51,75.72,Bajra
Pune,Rabi,Black,76,37,55,7.14,18.72,55.25,100.84,Wheat
Nashik,Zaid,Loamy,64,36,60,7.05,26.84,38.31,87.7,Vegetables
Nashik,Zaid,Loamy,67,36,58,6.48,28.97,25.54,82.92,Vegetables
Nashik,Zaid,Loamy,69,35,57,6.55,27.81,38.43,105.53,Vegetables
Pune,Rabi,Black,70,38,50,6.72,19.17,62.83,111.48,Wheat
Nashik,Kharif,Loamy,65,35,58,6.76,27.02,36.08,101.96,Onion
Solapur,Rabi,Black,52,33,56,8.1,26.79,75.9,77.36,Jowar
Pune,Rabi,Black,80,38,52,7.14,19.97,62.68,93.6,Wheat
Pune,Zaid,Black,78,40,54,7.23,20.42,63.84,96.71,Vegetables
Nashik,Rabi,Loamy,63,36,61,6.45,28.65,26.73,81.03,Gram
Pune,Kharif,Black,73,36,53,6.99,20.78,70.02,103.59,Rice
Solapur,Kharif,Black,50,35,61,8.22,25.56,69.33,52.16,Bajra
Solapur,Zaid,Black,51,32,58,7.99,28.77,77.28,93.03,Fodder
Pune,Kharif,Black,68,36,55,6.76,20.6,63.3,97.22,Rice
Pune,Zaid,Black,73,38,54,6.87,22.25,57.27,91.15,Vegetables
Nashik,Kharif,Loamy,65,35,60,6.97,27.94,35.88,79.77,Onion
Pune,Rabi,Black,78,40,55,7.32,20.83,57.74,104.13,Wheat
Solapur,Kharif,Black,59,32,57,7.93,26.66,80.71,90.49,Bajra
Solapur,Zaid,Black,57,34,58,7.7,26.38,69.53,84.96,Fodder
Nashik,Zaid,Loamy,66,35,59,6.75,29.92,39.09,84.4,Vegetables
Solapur,Zaid,Black,56,34,58,8.09,27.03,57.54,65.47,Fodder
Pune,Zaid,Black,80,39,54,7.05,19.23,59.52,121.62,Vegetables
Solapur,Kharif,Black,57,38,61,7.65,27.8,76.36,78.27,Bajra
Nashik,Rabi,Loamy,65,35,55,6.85,28.06,37.67,80.75,Gram
Pune,Rabi,Black,69,37,51,6.8,19.03,62.43,100.59,Wheat
Pune,Zaid,Black,71,42,52,6.62,19.48,58.47,114.96,Vegetables
Solapur,Zaid,Black,58,35,60,7.95,28.01,72.16,66.51,Fodder
Nashik,Rabi,Loamy,64,35,59,6.77,28.27,42.16,116.03,Gram
Pune,Rabi,Black,77,41,52,6.96,18.27,65.19,97.0,Wheat
Pune,Rabi,Black,71,39,53,7.26,22.69,51.68,106.87,Wheat
Nashik,Kharif,Loamy,64,37,60,6.72,27.18,40.99,95.44,Onion
Nashik,Rabi,Loamy,67,39,58,7.0,26.98,37.52,97.77,Gram
Solapur,Zaid,Black,54,32,61,7.5,26.68,68.97,75.33,Fodder
Nashik,Zaid,Loamy,68,33,56,6.96,29.36,31.39,96.15,Vegetables
Solapur,Kharif,Black,51,34,62,7.67,26.66,60.54,83.7,Bajra
Pune,Zaid,Black,74,39,55,7.17,21.25,59.01,104.16,Vegetables
Pune,Kharif,Black,74,38,52,7.22,22.0,58.71,108.12,Rice
Nashik,Kharif,Loamy,67,37,61,6.65,28.46,43.49,96.39,Onion
Pune,Rabi,Black,73,36,55,6.86,20.07,57.08,116.24,Wheat
Solapur,Rabi,Black,59,33,57,7.62,27.88,67.95,78.29,Jowar
Nashik,Kharif,Loamy,64,35,61,7.0,27.58,38.0,80.28,Onion
Nashik,Rabi,Loamy,69,40,58,7.17,28.22,33.39,96.78,Gram
Solapur,Kharif,Black,54,35,61,7.94,26.14,70.05,75.87,Bajra
Pune,Zaid,Black,76,42,51,6.58,18.51,63.71,126.15,Vegetables
Solapur,Zaid,Black,51,35,62,8.09,26.35,68.54,76.13,Fodder
Nashik,Rabi,Loamy,62,38,55,6.7,29.91,44.66,76.18,Gram
Solapur,Zaid,Black,58,35,60,8.07,27.4,72.35,75.15,Fodder
Pune,Kharif,Black,72,37,51,7.39,20.61,67.5,110.02,Rice
Pune,Kharif,Black,78,41,53,6.83,20.13,59.14,107.54,Rice
Pune,Kharif,Black,73,42,56,6.81,20.34,63.08,114.74,Rice
Solapur,Rabi,Black,52,38,58,7.39,25.39,71.14,85.47,Jowar
Pune,Rabi,Black,73,36,53,6.9,20.44,54.44,120.87,Wheat
Solapur,Rabi,Black,51,33,60,7.94,27.0,65.82,89.42,Jowar
Nashik,Rabi,Loamy,62,40,56,6.97,28.08,24.56,107.04,Gram
Pune,Kharif,Black,72,40,57,7.15,19.97,61.4,119.73,Rice
Pune,Rabi,Black,71,35,56,7.1,20.37,60.99,98.03,Wheat
Pune,Rabi,Black,69,40,51,7.24,21.01,65.17,105.13,Wheat
Nashik,Rabi,Loamy,67,39,61,6.45,29.79,25.35,98.38,Gram
Solapur,Rabi,Black,55,35,63,7.45,26.98,61.77,81.64,Jowar
Solapur,Rabi,Black,54,35,58,8.06,26.81,63.98,58.56,Jowar
Solapur,Zaid,Black,55,34,59,8.2,26.84,77.02,59.64,Fodder
Nashik,Kharif,Loamy,61,35,57,6.8,27.61,44.61,84.26,Onion
Pune,Zaid,Black,69,37,52,6.83,20.79,66.9,93.37,Vegetables
Solapur,Rabi,Black,58,32,57,7.67,27.04,68.95,70.17,Jowar
Solapur,Kharif,Black,51,31,62,7.79,26.13,68.66,85.15,Bajra
Solapur,Kharif,Black,53,35,58,7.59,29.23,68.82,71.08,Bajra
Pune,Zaid,Black,76,38,54,7.07,20.87,54.01,99.84,Vegetables
Nashik,Kharif,Loamy,67,37,58,6.79,28.43,35.12,94.99,Onion
Pune,Zaid,Black,77,35,53,6.92,21.34,67.63,117.3,Vegetables
Solapur,Rabi,Black,48,34,57,8.12,26.04,70.53,78.4,Jowar
Pune,Zaid,Black,70,38,54,6.64,19.46,60.46,94.54,Vegetables
Pune,Rabi,Black,72,40,55,6.62,20.02,54.48,104.12,Wheat
Pune,Rabi,Black,77,40,50,7.3,20.96,61.68,97.22,Wheat
Pune,Zaid,Black,76,40,52,7.05,21.7,63.49,123.42,Vegetables
Solapur,Zaid,Black,53,34,60,7.99,27.2,74.84,68.53,Fodder
Solapur,Zaid,Black,50,33,61,7.75,27.57,67.63,55.32,Fodder
Pune,Zaid,Black,77,39,54,7.05,21.84,70.33,98.65,Vegetables
Solapur,Kharif,Black,60,33,61,7.8,28.63,75.56,86.3,Bajra
Solapur,Kharif,Black,53,35,57,8.07,26.57,71.72,89.0,Bajra
Pune,Zaid,Black,72,40,51,7.24,19.01,50.98,123.35,Vegetables
Solapur,Zaid,Black,51,33,56,7.88,27.96,75.39,74.21,Fodder
Solapur,Zaid,Black,58,35,61,7.96,28.12,71.51,58.57,Fodder
Solapur,Zaid,Black,55,35,58,7.37,28.79,69.43,76.35,Fodder
Solapur,Zaid,Black,53,34,57,8.06,27.35,60.72,90.32,Fodder
Pune,Rabi,Black,77,40,52,7.23,21.26,62.76,110.21,Wheat
Solapur,Kharif,Black,52,31,58,7.48,27.44,77.37,80.49,Bajra
Pune,Zaid,Black,72,41,56,6.8,20.47,64.43,120.6,Vegetables
Pune,Rabi,Black,74,37,53,6.96,21.12,73.74,100.76,Wheat
Pune,Kharif,Black,76,42,52,6.91,20.49,58.68,106.82,Rice
Nashik,Rabi,Loamy,62,39,55,6.97,30.41,41.77,92.62,Gram
Solapur,Zaid,Black,59,33,60,8.01,28.35,73.12,84.38,Fodder
Solapur,Zaid,Black,55,31,59,7.95,29.06,63.28,80.1,Fodder
Nashik,Rabi,Loamy,64,34,54,6.35,29.81,35.92,116.22,Gram
Nashik,Rabi,Loamy,68,36,57,6.95,28.34,25.49,84.06,Gram
Pune,Rabi,Black,70,37,53,6.77,20.65,72.03,113.58,Wheat
Pune,Zaid,Black,75,36,56,7.38,21.05,64.61,102.97,Vegetables
Solapur,Rabi,Black,58,37,62,8.15,26.0,64.14,66.02,Jowar
Nashik,Zaid,Loamy,67,35,56,6.66,27.62,41.07,89.91,Vegetables
Pune,Kharif,Black,78,39,53,7.14,20.06,70.31,126.18,Rice
Nashik,Zaid,Loamy,61,40,59,6.44,27.74,34.94,89.41,Vegetables
Solapur,Kharif,Black,55,35,58,7.74,28.29,72.87,79.84,Bajra
Nashik,Rabi,Loamy,64,39,58,7.16,29.34,32.21,90.82,Gram
Nashik,Zaid,Loamy,62,41,59,6.43,29.48,28.43,105.24,Vegetables
Nashik,Zaid,Loamy,67,33,60,6.67,27.66,40.14,86.89,Vegetables
Solapur,Zaid,Black,59,37,61,7.73,26.99,72.36,79.04,Fodder
Solapur,Zaid,Black,58,34,61,7.97,29.15,64.44,71.0,Fodder
Pune,Zaid,Black,73,36,52,6.89,20.71,63.68,101.85,Vegetables
Nashik,Zaid,Loamy,62,36,59,6.72,28.1,39.67,96.73,Vegetables
Pune,Rabi,Black,78,36,53,7.03,21.17,64.69,107.65,Wheat
Pune,Kharif,Black,76,41,54,7.44,19.59,63.3,103.18,Rice
Pune,Kharif,Black,76,40,51,7.03,21.28,55.15,118.04,Rice
Pune,Kharif,Black,80,38,53,6.63,21.53,53.29,129.41,Rice
Nashik,Rabi,Loamy,60,34,61,6.88,30.26,36.05,88.57,Gram
Pune,Rabi,Black,74,36,53,6.86,20.15,68.45,125.8,Wheat
Pune,Kharif,Black,72,40,55,7.29,20.45,64.07,95.18,Rice
Pune,Zaid,Black,78,43,53,7.01,19.78,63.96,98.21,Vegetables
Solapur,Kharif,Black,51,35,55,7.5,27.79,65.04,69.98,Bajra
Nashik,Rabi,Loamy,60,38,59,6.65,28.02,36.72,93.45,Gram
Nashik,Zaid,Loamy,62,39,59,6.59,29.64,32.38,86.44,Vegetables
Nashik,Kharif,Loamy,62,36,60,6.55,27.69,32.89,94.9,Onion
Nashik,Zaid,Loamy,59,35,54,6.48,28.78,27.95,102.33,Vegetables
Pune,Zaid,Black,76,42,55,6.76,21.34,56.63,114.04,Vegetables
Nashik,Kharif,Loamy,61,39,56,7.07,27.59,34.54,91.16,Onion
Pune,Zaid,Black,73,35,57,7.09,19.53,64.69,117.3,Vegetables
Nashik,Zaid,Loamy,65,38,54,6.69,28.41,31.77,110.27,Vegetables
Pune,Zaid,Black,76,41,56,6.92,20.8,63.88,104.09,Vegetables
Solapur,Rabi,Black,59,34,59,7.88,26.58,72.15,92.49,Jowar
Solapur,Zaid,Black,56,31,60,8.12,27.0,76.66,55.52,Fodder
Nashik,Kharif,Loamy,66,37,60,6.84,29.2,29.56,84.67,Onion
Nashik,Zaid,Loamy,62,40,54,6.95,28.8,28.79,106.08,Vegetables
Pune,Rabi,Black,70,38,52,7.0,22.12,65.16,131.59,Wheat
Pune,Zaid,Black,80,37,55,6.96,19.75,64.3,101.56,Vegetables
Pune,Rabi,Black,72,36,54,7.05,19.2,66.67,103.37,Wheat
Nashik,Rabi,Loamy,62,36,58,6.78,29.78,34.5,83.53,Gram
Solapur,Kharif,Black,56,33,56,7.61,28.9,69.08,61.14,Bajra
Pune,Zaid,Black,73,37,50,6.83,19.85,61.63,119.89,Vegetables
Solapur,Zaid,Black,53,35,59,7.48,27.0,73.08,82.74,Fodder
Pune,Rabi,Black,77,38,58,6.97,20.34,61.01,107.22,Wheat
Nashik,Rabi,Loamy,67,38,56,6.9,28.1,36.19,101.28,Gram
Pune,Kharif,Black,75,39,54,7.26,21.41,71.95,116.22,Rice
Solapur,Zaid,Black,54,34,63,7.43,26.84,74.51,78.74,Fodder
Pune,Zaid,Black,76,38,53,7.13,21.43,65.92,131.7,Vegetables
Nashik,Kharif,Loamy,65,33,58,6.94,27.98,30.69,90.86,Onion
Nashik,Zaid,Loamy,63,39,56,6.48,27.25,30.71,97.81,Vegetables
Solapur,Kharif,Black,56,34,58,7.86,27.78,71.68,72.92,Bajra
Nashik,Rabi,Loamy,69,38,56,7.03,26.76,26.68,77.15,Gram
Nashik,Zaid,Loamy,62,36,54,6.66,30.18,32.49,101.62,Vegetables
Pune,Rabi,Black,69,38,57,7.36,21.88,64.36,102.66,Wheat
Solapur,Kharif,Black,53,35,60,7.76,26.03,61.78,60.83,Bajra
Solapur,Kharif,Black,53,35,58,7.52,28.14,72.15,73.27,Bajra
Pune,Zaid,Black,76,37,50,7.35,21.62,67.03,102.62,Vegetables
Solapur,Kharif,Black,52,34,59,8.02,28.7,67.87,68.29,Bajra
Solapur,Zaid,Black,52,35,60,8.02,25.55,72.94,53.53,Fodder
Solapur,Kharif,Black,57,30,62,8.23,26.89,67.54,73.39,Bajra
Pune,Zaid,Black,77,39,57,7.1,20.6,56.91,102.77,Vegetables
Pune,Rabi,Black,75,36,56,6.61,20.82,60.09,110.81,Wheat
Solapur,Kharif,Black,57,30,63,7.52,25.61,69.93,70.1,Bajra
Pune,Zaid,Black,76,41,56,7.33,21.03,61.55,106.98,Vegetables
Nashik,Kharif,Loamy,60,39,57,6.69,30.9,35.84,101.84,Onion
Pune,Rabi,Black,79,40,55,7.25,20.19,69.08,107.53,Wheat
Pune,Kharif,Black,75,38,56,7.06,20.33,64.06,106.92,Rice
Nashik,Rabi,Loamy,68,40,60,7.13,30.31,30.79,89.33,Gram
Solapur,Rabi,Black,50,32,60,8.12,25.02,59.12,54.22,Jowar
Solapur,Kharif,Black,57,33,58,7.6,26.64,73.28,86.27,Bajra
Solapur,Zaid,Black,57,31,59,7.85,25.66,64.97,81.46,Fodder
Pune,Rabi,Black,76,42,51,7.13,20.48,60.75,127.16,Wheat
Nashik,Zaid,Loamy,61,36,59,6.32,27.91,38.22,108.2,Vegetables
Pune,Kharif,Black,74,43,55,7.3,20.15,65.83,121.68,Rice
Pune,Zaid,Black,71,39,54,7.09,21.85,58.29,124.61,Vegetables
Solapur,Zaid,Black,52,36,60,7.86,28.91,72.74,68.59,Fodder
Nashik,Rabi,Loamy,63,39,55,6.81,30.74,32.9,80.82,Gram
Pune,Kharif,Black,78,39,51,7.14,18.74,63.66,98.43,Rice
Nashik,Rabi,Loamy,65,36,58,6.91,28.35,25.89,106.84,Gram
Solapur,Zaid,Black,60,37,56,7.82,27.26,71.28,61.88,Fodder
Solapur,Rabi,Black,49,33,58,8.0,25.41,64.37,80.62,Jowar
Solapur,Kharif,Black,52,33,59,7.92,26.04,72.15,79.64,Bajra
Pune,Zaid,Black,74,40,50,7.09,21.14,68.15,91.05,Vegetables
Nashik,Rabi,Loamy,63,38,59,6.55,28.91,34.47,105.83,Gram
Nashik,Kharif,Loamy,67,40,54,6.62,29.61,29.41,97.32,Onion
Nashik,Zaid,Loamy,63,38,58,6.72,29.44,34.44,87.39,Vegetables
Pune,Rabi,Black,79,38,52,7.07,19.96,62.69,119.02,Wheat
Pune,Rabi,Black,78,40,53,7.08,19.71,61.64,109.66,Wheat
Nashik,Kharif,Loamy,68,35,56,6.79,29.85,36.65,91.22,Onion
Pune,Zaid,Black,80,38,57,7.06,20.93,63.57,127.46,Vegetables
Nashik,Rabi,Loamy,67,37,57,6.99,30.26,31.92,73.63,Gram
Nashik,Kharif,Loamy,64,36,56,6.97,30.66,29.51,84.07,Onion
Solapur,Rabi,Black,53,37,58,8.2,27.92,70.55,66.23,Jowar
Pune,Rabi,Black,70,39,51,7.16,21.28,61.31,120.88,Wheat
Pune,Zaid,Black,76,35,57,6.95,21.32,63.76,106.81,Vegetables
Pune,Rabi,Black,76,37,51,7.01,20.04,59.46,124.23,Wheat
Nashik,Zaid,Loamy,69,38,54,6.69,26.96,30.47,86.86,Vegetables
Pune,Zaid,Black,72,38,53,7.27,20.13,67.32,103.64,Vegetables
Nashik,Zaid,Loamy,64,33,53,6.78,27.45,35.63,97.55,Vegetables
Nashik,Rabi,Loamy,66,36,56,7.01,29.48,30.72,82.0,Gram
Solapur,Kharif,Black,49,32,59,7.61,25.83,60.47,63.04,Bajra
Solapur,Rabi,Black,52,31,62,7.92,27.08,58.5,77.77,Jowar
Pune,Zaid,Black,74,37,58,7.28,22.04,70.04,99.88,Vegetables
Solapur,Zaid,Black,54,35,58,7.77,25.66,63.02,73.4,Fodder
Pune,Zaid,Black,77,36,52,6.94,20.0,63.42,106.42,Vegetables
Solapur,Zaid,Black,48,31,60,7.9,27.52,59.68,90.33,Fodder
Solapur,Kharif,Black,56,32,58,7.58,28.72,77.27,65.01,Bajra
Nashik,Kharif,Loamy,61,36,60,6.89,28.75,28.87,95.8,Onion
Nashik,Rabi,Loamy,58,41,59,6.88,27.85,31.83,77.92,Gram
Solapur,Zaid,Black,50,37,56,7.58,26.34,67.52,52.87,Fodder
Nashik,Rabi,Loamy,67,40,56,6.64,27.81,28.71,93.73,Gram
Solapur,Kharif,Black,53,34,57,7.39,27.33,70.43,59.11,Bajra
Pune,Zaid,Black,73,39,56,7.15,19.92,54.57,100.11,Vegetables
Nashik,Rabi,Loamy,63,37,59,6.5,29.24,30.04,90.51,Gram
Nashik,Rabi,Loamy,65,40,59,6.74,28.53,34.28,84.84,Gram
Pune,Kharif,Black,74,37,55,6.94,22.33,59.28,131.54,Rice
Nashik,Zaid,Loamy,65,38,55,7.03,29.68,39.0,110.97,Vegetables
Solapur,Kharif,Black,51,34,61,7.72,26.51,64.89,89.47,Bajra
Pune,Kharif,Black,72,41,55,7.01,22.36,64.43,107.06,Rice
